ONEOFF_PURCHASES,PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
11994.71,0.25,0,1725.645623,0,12
291,0.5,0.416667,610.732047,0,12
1109.83,0.166667,0,,0,12
57,0.166667,0,54.138711,0,6
318.67,1,0.916667,419.675603,0,12
713.64,0.083333,0,96.145734,0,12
194.6,0.333333,0,1825.521318,0,12
0,0.666667,0.666667,101.147508,0,12
0,0,0,494.062935,0,12
0,1,1,3.300026,0.166667,12
78,1,1,177.060952,0.083333,12
221.84,0.333333,0.166667,554.592269,0.083333,12
0,0.416667,0.416667,641.307637,0,12
0,0.25,0.25,42.033228,0.272727,12
0,0.5,0.5,504.351185,0,12
0,0,0,309.246328,0,12
0,0,0,403.8183,0,10
0,0.083333,0.083333,117.892476,0,12
0,0,0,994.027775,0,12
129.86,0.083333,0,293.201194,0,12
0,0,0,258.248739,0,12
0,0.5,0.416667,146.450708,1,12
152.4,0.25,0.166667,146.965562,0.1,12
0,0.416667,0.416667,,0,12
149,0.25,0.166667,1969.536576,0,12
0,0,0,184.562158,0,12
0,1,0.833333,81.829414,0.5,6
0,0,0,402.871353,0.083333,12
395.05,0.416667,0.333333,438.283058,0,12
126.03,0.090909,0,186.404421,0,11
384.05,1,0.833333,162.562704,0.727273,12
0,0.888889,0.777778,122.277171,0.714286,9
0,0,0,251.861789,0,12
1270.59,0.583333,0,147.45012,1,12
95.08,0.083333,0,16415.73279,0,12
0,0,0,,0,8
38,0.25,0.166667,162.398092,0,12
133,0.142857,0,96.858626,0,7
0,1,1,4224.383226,0,12
3008.55,0.916667,0.25,45.434563,1,12
89.04,0.083333,0,96.885791,0,12
628.8,1,1,961.531428,0,12
0,0,0,481.175275,0,12
651.91,0.416667,0,3520.912186,0,12
966.8,0.583333,0.25,260.480387,0,12
449.32,0.166667,0,131.749774,1,12
184.7,0.166667,0,4792.61355,0,12
0,0,0,261.125552,0,12
0,0,0,173.24367,0,12
777.66,1,1,4696.075967,0,12
74.17,0.090909,0,1516.892745,0,11
339.1,0.833333,0.916667,102.273663,0.5,12
0,0,0,87.32882,0,11
0,1,1,85.990408,0.333333,12
105,0.833333,0.833333,114.089533,0,12
687.57,0.833333,0.833333,405.944341,0.090909,12
158.95,0.375,0,185.179066,0,8
54,0.583333,0.5,,0,12
501.95,0.833333,0.833333,132.158949,0.3,12
0,0,0,232.004681,0,7
0,0.75,0.75,160.970746,0.625,12
112.23,0.083333,0,88.670668,0,12
0,0.083333,0.083333,81.403177,0,12
582.74,0.25,0.083333,223.726642,0.083333,12
339,0.583333,0.416667,610.833365,0,12
2118.42,0.222222,0,1312.069434,0,9
874.84,0.583333,0.166667,138.434369,1,12
0,0,0,219.966022,0,12
1100,1,1,305.331243,0.25,12
250,0.833333,0.75,332.043275,0.166667,12
0,0.416667,0.333333,711.321984,0,12
0,0.25,0.25,136.782541,0,12
0,0,0,18.249813,0,10
0,0,0,447.811073,0,12
53.09,0.083333,0,86.885269,0,12
11.9,0.25,0.166667,163.317598,0,12
45.65,0.083333,0,231.564246,0,12
0,0.833333,0.833333,3240.48429,0.714286,12
0,0.583333,0.583333,141.915829,0.285714,12
0,0,0,298.011965,0.166667,12
251,0.916667,0.75,853.911515,0,12
211.87,0.083333,0,133.988377,0,12
0,0,0,388.124821,0,12
216.49,0.5,0.375,1296.586971,0,8
243.23,1,0.888889,107.879849,0.5,9
816.88,0.416667,0.333333,4257.948127,0,12
0,0,0,394.904628,0,12
208,0.25,0,193.993752,0,12
0,1,1,556.63142,0,12
0,0,0,533.405391,0.090909,11
0,0,0,289.686899,0,12
1,0.083333,0,261.891219,0,12
0,0.916667,0.916667,214.877676,0.333333,12
326.74,0.25,0,199.590057,0,12
1478.93,0.333333,0,474.254444,0,12
1319.04,1,0,126.403394,0.875,12
0,0,0,439.164743,0.090909,11
720.11,0.583333,0,193.498368,0.222222,12
0,0,0,196.904622,0,11
91.8,1,1,366.395498,0.083333,12
0,0,0,366.383649,0,11
0,0.583333,0.583333,146.493501,1,12
49,0.5,0.416667,243.685673,0,12
1098.82,0.583333,0,141.008201,0.428571,12
0,0,0,146.913099,0.285714,12
0,0.833333,0.75,754.052041,0,12
905.6,1,0.916667,183.782329,0.909091,12
0,1,1,152.745483,0.818182,12
2020,0.25,0,322.297689,0,12
0,0,0,1666.085318,0,12
64.82,0.142857,0,289.569906,0,7
1222.98,0.428571,0,121.334941,0,7
1434.43,1,0.857143,1339.665316,0,7
256,1,1,1249.17396,0,12
0,1,1,745.781019,0,12
45.65,0.083333,0,,0,12
44.9,0.833333,0.75,117.838976,0.272727,12
0,0,0,305.129524,0,12
298.49,0.083333,0,216.036561,0,12
752.9,0.75,0.666667,216.497693,0,12
1798.3,0.909091,0.272727,155.695781,0.25,11
329.96,0.083333,0,166.000398,0,12
0,0,0,352.392567,0,12
0,0.5,0.5,133.44239,0.272727,12
785.4,0.333333,0,251.963424,0,12
710.03,0.416667,0,234.569274,0.25,12
0,1,1,214.200975,0,12
0,1,1,43.259694,0.090909,12
0,0.75,0.666667,692.725571,0,12
300,1,0.916667,185.037922,0.3,12
3224.34,1,0,123.696831,1,12
54.45,0.083333,0,205.168209,0,12
0,0.916667,0.916667,644.158808,0,12
0,0.916667,0.916667,3236.66486,0.333333,12
0,0.833333,0.833333,2461.558168,0,12
1622.06,1,1,1823.789613,0,12
2655.15,1,0.727273,194.290114,0.9,11
0,0.416667,0.416667,128.94568,0.5,12
1212.87,0.583333,0.583333,88.997719,0.363636,12
0,0.75,0.666667,268.949636,0.083333,12
48.9,0.333333,0.25,233.341617,0,12
172.41,0.083333,0,242.770679,0,12
0,0,0,120.041669,0.181818,12
4065.93,0.916667,0.583333,624.917306,0,12
240.2,1,1,188.105787,0,12
1602.14,0.666667,0.333333,191.602655,0,12
0,0.25,0.166667,163.465952,1,12
0,0,0,283.054152,0.083333,12
635.79,0.833333,0.666667,187.560093,0.25,12
945.45,1,1,427.743632,0.666667,12
0,0,0,746.131674,0,12
0,0.833333,0.833333,9.801394,0,12
0,1,1,194.064343,0,12
0,0,0,237.229776,0,12
0,0.5,0.416667,112.569353,0.454545,12
542.51,0.5,0,175.936604,0,12
0,0,0,3422.988223,0,10
1591.37,0.666667,0,228.555892,0,12
1099.72,0.666667,0.333333,304.225119,0.083333,12
0,0,0,14.840576,0.1,12
0,0,0,1011.866344,0,12
45.65,0.083333,0,424.939464,0,12
38.65,0.083333,0,162.687252,0,12
0,0,0,267.478951,0,10
0,0.166667,0.166667,708.363328,0,12
19.75,0.083333,0,322.394919,0,12
105,1,1,366.329349,0,12
158.45,0.25,0,443.538283,0,12
0,0,0,772.85986,0,12
0,0.875,0.75,111.573318,1,8
0,0,0,,0,8
0,0.583333,0.583333,884.183626,0,12
0,0,0,741.924179,0,12
0,1,1,422.556516,0.25,12
0,0,0,365.765347,0,12
11224.1,1,0.5,556.651236,0.333333,12
0,1,1,109.865935,0,12
0,0.25,0.166667,774.460823,0,12
0,1,1,162.909028,0.166667,12
149,0.083333,0,215.215582,0,12
369.8,0.333333,0.083333,1093.199562,0,12
0,0.4,0.2,145.094293,0,10
0,0,0,584.843007,0,6
484.46,1,0.75,873.816183,0,12
0,0,0,195.413588,0,11
0,1,0.916667,373.079303,0,12
0,0.916667,0.916667,28.883262,0.125,12
1106.81,0.916667,0.916667,585.993296,0,12
391.67,0.5,0,927.681751,0,12
0,1,1,1562.426492,0,12
40,1,1,688.900224,0,12
2468.96,0.75,0.333333,708.708009,0.083333,12
0,1,1,202.391607,0,12
0,0.916667,0.833333,344.759419,0,12
343.5,0.166667,0,168.986753,0,12
76,0.083333,0,84.678373,0,12
0,0.166667,0.166667,98.859855,0,12
0,1,1,162.175616,1,12
752.97,0.666667,0,282.663936,0,12
0,1,0.916667,206.712535,0.181818,12
413.16,0.416667,0,330.705914,0.083333,12
0,0.916667,0.916667,1247.614497,0.083333,12
477.91,1,0.416667,173.2831,0.25,12
411.01,0.833333,0,188.121403,0,12
0,0,0,297.615348,0.285714,7
0,0,0,1284.060029,0,12
0,0,0,460.334824,0.083333,12
0,0,0,770.717959,0,12
1153.52,1,1,236.645745,0.083333,12
1456.8,1,1,136.71723,0.636364,12
140.03,0.083333,0,203.599221,0,12
0,1,1,1938.332752,0,12
0,1,0.833333,87.232429,1,6
0,0,0,403.883591,0,11
0,0,0,107.037616,0,8
0,0,0,398.358635,0,12
0,0.916667,0.916667,181.013795,0.4,12
0,1,1,162.594517,0.75,12
1000,0.666667,0.583333,2449.812844,0,12
0,1,1,286.221253,0,12
1590.58,0.583333,0,622.038869,0,12
0,0,0,200.248315,0,7
0,0,0,391.470419,0,11
0,0,0,2754.62376,0,12
0,1,1,175.058479,0.916667,12
0,0,0,469.774269,0,12
0,0.9,0.8,138.849662,0.75,10
0,0.166667,0.166667,83.689672,0.5,12
0,1,0.916667,195.907231,0,12
0,0.166667,0.166667,119.285915,1,12
49,0.083333,0,1164.897621,0,12
567.55,0.916667,0.833333,166.237338,1,12
0,1,1,1027.530687,0,12
928.18,0.818182,0.545455,963.517552,0,11
0,0,0,214.137194,0,12
0,0.833333,0.833333,149.123712,1,12
1361.65,0.25,0,152.368392,0.166667,12
487,0.916667,0.833333,575.913224,0,12
555,0.5,0.333333,99.565218,0,12
70,0.333333,0.083333,316.534888,0.090909,12
0,0,0,,0,11
0,1,0.833333,78.504927,0.5,6
170,0.666667,0.416667,904.654686,0,12
0,0,0,1401.967646,0,9
0,0,0,334.274864,0,12
0,0,0,214.399847,0,12
0,0,0,273.52542,0,12
0,0.583333,0.5,77.553281,0.5,12
0,0,0,189.618452,0.090909,12
103,0.833333,0.833333,768.267252,0,12
0,1,1,168.037964,0.416667,12
2689.44,1,0.5,210.567593,0.545455,12
0,1,1,171.92066,0.916667,12
0,0,0,724.601528,0,12
0,1,1,166.39765,0.916667,12
0,0,0,376.80756,0.1,12
1200,0.083333,0,1172.021803,0,12
0,0,0,467.263413,0,12
0,0.583333,0.5,86.813318,0.416667,12
0,0,0,4738.971247,0,12
0,0.75,0.75,162.034789,0.555556,12
0,0.083333,0.083333,98.617471,0.5,12
400.6,0.416667,0,170.326506,0,12
0,0.166667,0.166667,129.312379,0,12
0,0,0,596.988355,0,12
49,0.083333,0,,0,12
0,1,1,149.507563,0.181818,12
0,0,0,1926.017588,0.222222,11
0,1,1,185.947547,0,12
0,0.5,0.5,44.570781,1,12
0,0,0,326.953822,0,12
0,0,0,888.371377,0.083333,12
375.24,0.7,0,563.475533,0,10
0,1,1,2549.226889,0.083333,12
255,0.333333,0.25,88.853589,0,12
0,0.75,0.666667,165.044111,0.714286,12
1396.32,0.916667,0.75,643.861607,0,12
2155.67,1,0.416667,178.035597,0.916667,12
0,0.083333,0.083333,577.733132,0,12
100,1,0.916667,504.64823,0.090909,12
0,0.25,0.25,111.928897,0,8
509,1,1,45.155492,0,12
0,1,1,197.915029,0.416667,12
3358.25,1,0,202.790825,0,12
0,0.833333,0.75,151.01851,0.375,12
0,0.25,0.25,11.802831,0,12
29,0.083333,0,,0,12
0,0.75,0.666667,207.003426,0,12
0,0.5,0.5,1032.599236,0,12
0,0,0,330.293724,0,7
0,0,0,975.830612,0.166667,12
15,0.090909,0,86.959785,0,11
331.87,1,0.625,462.78765,0,8
495.43,0.75,0,442.992384,0,12
0,0.25,0.25,1008.776986,0,12
0,0.166667,0.166667,14.45821,0.090909,12
0,0,0,362.428606,0,12
0,0,0,185.615564,0.083333,12
227.97,0.833333,0.75,882.951164,0,12
403.38,0.333333,0,398.248053,0,12
0,1,1,0.319475,0,12
372.09,0.166667,0,574.750942,0,12
2336.41,0.75,0.583333,170.018992,1,12
0,0,0,171.049246,0,6
155.8,0.083333,0,1749.680157,0,12
0,0,0,646.089964,0,12
0,0,0,2439.310585,0,12
0,0,0,719.810646,0,12
0,0,0,812.598903,0,12
0,1,1,171.520002,1,12
1712.75,0.25,0,1154.029789,0,12
153.5,1,0.916667,163.608183,0.1,12
0,0.583333,0.5,332.440855,0,12
0,0.888889,0.666667,116.628448,0.333333,9
802.8,0.916667,0.833333,215.790698,0.25,12
435.37,0.75,0.416667,915.672534,0,12
1934.16,0.416667,0,54.690715,1,12
66.5,0.083333,0,232.626904,0,12
30,0.090909,0,176.843605,0,11
0,1,1,127.210691,0.222222,12
1480.76,0.333333,0,153.303679,1,12
0,0,0,342.36985,0,12
365.38,1,0.416667,207.790429,0,12
0,0.333333,0.25,113.721974,0.5,12
209,0.583333,0.5,204.316917,0,12
399.99,0.083333,0,204.400186,0,12
0,1,1,135.58233,0,12
495.7,0.5,0,859.154662,0,8
3191.23,1,0.916667,768.936115,0,12
0,1,1,9299.951204,0,12
87.67,0.083333,0,86.6785,0,12
0,0,0,353.215704,0,12
0,0,0,587.096981,0,12
1153.34,0.75,0.25,171.444686,0.3,12
57,0.166667,0,498.342596,0,12
0,1,0.857143,16.087082,0,7
0,0,0,269.826013,0,12
0,0.833333,0.833333,159.033099,0.727273,12
0,0.25,0.25,135.799005,1,12
35,0.083333,0,698.019678,0,12
0,0.916667,0.916667,4754.136596,0,12
0,0,0,212.665892,0,12
738.41,0.75,0.333333,170.786793,0.083333,12
347.61,0.833333,0.75,160.362153,0.272727,12
85,0.833333,0.666667,88.127077,0.25,6
0,0,0,146.976542,0.5,9
0,0,0,320.133269,0,12
0,0.636364,0.636364,2928.101382,0,11
0,0,0,178.028403,0.142857,10
0,0.666667,0.583333,185.815051,0.857143,12
0,0,0,178.257591,0.5,6
1341.62,0.363636,0,708.609079,0,11
764,0.916667,0.833333,178.002763,1,12
0,0,0,192.140691,0,12
399.62,0.5,0.333333,881.446699,0,12
0,0.75,0.666667,61.021667,0.3,12
155,0.1,0,89.92398,0.1,10
0,1,1,140.596138,0.7,12
0,1,1,1431.799502,0,12
0,0,0,776.108751,0,12
0,0.272727,0.181818,146.069474,0.272727,11
362.33,1,1,212.715695,0,12
20,0.083333,0,107.00915,0,12
20,0.083333,0,198.241326,0,12
631.63,1,0.916667,167.104469,0.916667,12
1,0.333333,0.166667,417.694654,0,12
0,1,1,3662.236048,0.25,12
0,0.2,0.2,,0,10
0,0,0,546.699776,0,12
0,0.25,0.25,84.236228,0,12
182.37,0.416667,0.166667,697.038439,0,12
0,0.333333,0.333333,215.395806,0,12
0,0,0,266.857429,0,12
120,1,0.875,857.134571,0,8
717.95,0.636364,0,92.807829,0.75,11
0,0.571429,0.428571,352.00023,0,7
0,0.25,0.25,171.993034,0,12
0,0,0,325.505999,0,12
0,0,0,476.311984,0,12
0,0.333333,0.25,166.384674,0,12
0,0.916667,0.916667,98.74335,0.666667,12
4539.7,1,0.666667,904.850068,0,12
250,0.333333,0.25,260.332459,0,12
2666.32,1,0.833333,574.771719,0,12
0,1,1,55.716728,0.909091,12
0,0.083333,0.083333,,0,12
45.65,0.083333,0,2917.469357,0,12
183.81,0.666667,0.583333,175.210164,0.083333,12
0,1,1,234.926499,0,12
0,0,0,372.603452,0,12
1367.65,0.75,0.583333,210.086007,0,12
284.5,0.083333,0,86.173877,0,12
0,1,1,44.804433,0.181818,12
108,0.666667,0.583333,3796.57669,0,12
0,0,0,450.616731,0,6
0,0,0,410.402406,0,12
0,0,0,344.662808,0,8
0,0.333333,0.333333,2977.301882,0,12
0,0,0,235.325924,0,12
0,0.333333,0.333333,70.78109,0.333333,12
0,1,1,,0,12
0,0,0,756.052579,0,12
0,0.916667,0.833333,177.972156,0.333333,12
0,0.25,0.25,130.382506,1,12
65,0.083333,0,207.770998,0,12
0,0,0,660.660155,0,12
0,1,1,181.392809,0.083333,12
467.06,0.333333,0,1202.767539,0.1,12
1032.4,1,1,697.394834,0,12
0,0.75,0.75,,0,12
0,0.333333,0.333333,129.715755,0,12
2080.51,0.166667,0,14.242628,0,12
0,0.333333,0.333333,137.482544,0,12
396.51,0.333333,0.25,210.151115,0,12
289.86,1,0.916667,3354.1893,0,12
0,0.833333,0.75,184.597912,0.333333,12
3113.59,1,1,171.300306,0.9,12
328.21,1,1,606.312146,0,12
0,0.833333,0.75,168.66921,0.888889,12
0,0.833333,0.833333,167.38994,0.727273,12
0,0,0,230.564527,0,12
0,0.333333,0.333333,194.028384,0,12
0,1,1,,0,12
0,0.833333,0.75,128.402444,0.454545,12
890,0.333333,0.166667,330.125475,0,12
1317.34,0.222222,0,185.210313,0,9
0,0.833333,0.833333,17.482689,0,12
0,0,0,303.515952,0,12
0,0.875,0.75,111.411433,0,8
523.09,0.583333,0.416667,426.96591,0.083333,12
545.83,0.166667,0,735.839735,0,12
950.19,0.857143,0.714286,229.489434,0.4,7
303.51,0.333333,0,100.810197,0.666667,12
118.16,0.5,0.25,1440.449304,0,12
43.89,0.083333,0,536.479995,0,12
592,0.916667,0.75,429.239075,0,12
0,0,0,515.375559,0.2,12
406.78,0.272727,0,114.512379,0.2,11
642.52,1,1,227.17588,1,12
0,1,1,794.656428,0,12
2156.94,1,0.666667,361.73511,0.083333,12
4558.29,1,0.083333,185.710281,1,12
837.57,0.916667,0.5,138.105996,1,12
115.95,0.083333,0,374.43666,0.083333,12
1022.66,1,0.666667,334.180282,0,12
0,0.416667,0.416667,139.831502,0.333333,12
811.11,0.5,0,257.174899,0,12
0,0.833333,0.833333,160.392028,1,12
374.53,0.5,0,432.324173,0.083333,12
0,1,1,3605.839798,0.333333,12
0,0,0,310.454708,0,12
0,1,1,181.026879,1,12
0,0,0,478.995513,0,9
0,1,1,,0,12
0,1,1,179.447673,0.916667,12
1352.1,0.166667,0,77.571584,0,12
0,1,1,13.395434,0,12
0,0.25,0.25,443.131452,0,12
0,0,0,190.628474,0,12
0,1,0.916667,13333.79401,0,12
1919.37,0.666667,0.416667,2151.054928,0,12
150,0.083333,0,585.518894,0,12
819.32,0.666667,0.333333,1226.820327,0,12
899.82,0.666667,0.25,242.76267,0,12
89.9,0.333333,0.25,807.206399,0,12
395.92,1,1,3959.316506,0.083333,12
0,0.416667,0.416667,99.249569,1,12
0,0.583333,0.5,663.911004,0,12
0,0.333333,0.333333,67.294065,0.090909,12
1591.65,1,1,438.77119,0,12
0,0.166667,0.166667,166.281511,0,12
0,0,0,518.930756,0,12
0,0.916667,0.833333,174.762624,1,12
120,0.083333,0,470.738221,0,12
1433.1,0.916667,0.833333,847.217144,0.083333,12
0,0.583333,0.583333,54.86388,0.1,12
1662.41,0.5,0,1995.395096,0,12
0,0.636364,0.636364,140.926151,1,11
0,0,0,278.361413,0,12
350,0.090909,0,444.0465,0,11
0,0,0,177.363707,0,12
0,0,0,103.323766,0,7
0,0,0,299.913534,0.090909,12
0,0,0,794.238939,0.2,12
0,0,0,,0,12
0,0,0,1013.048371,0,11
0,1,1,107.142757,0.181818,12
136.08,0.333333,0,111.278576,0.666667,12
0,0.5,0.416667,159.678414,0.428571,12
178,0.083333,0,405.644986,0,12
167,1,1,161.738416,0.166667,12
23.75,0.083333,0,139.651483,0.083333,12
0,0,0,1214.517778,0,12
0,1,1,1425.965198,0,12
0,0.583333,0.5,798.909471,0,12
0,0.916667,0.916667,209.716038,0,12
50,0.083333,0,655.027716,0,12
504.87,0.166667,0,173.032903,0,12
0,1,1,,0,12
0,1,1,1274.258165,0,12
148,0.083333,0,165.37547,0,12
0,0.666667,0.666667,13564.39121,0,12
0,0.75,0.666667,586.252419,0,12
500,0.111111,0,357.651724,0,9
1591.11,0.666667,0,632.484083,0,12
312.5,0.166667,0,208.991873,0,12
26.5,1,1,958.88945,0,12
0,0.5,0.5,210.722512,0,12
0,1,1,137.341622,0.090909,12
0,0.166667,0.166667,2863.640612,0,12
2626.58,0.583333,0.083333,1653.336976,0,12
461.77,1,1,167.328894,0.833333,12
168.54,1,1,168.015528,0,12
0,0,0,275.729456,0,12
0,1,1,88.325372,0.545455,12
0,1,1,,0,12
0,0,0,488.537242,0.166667,12
0,1,1,173.361571,0,12
644.67,1,1,162.738008,0.666667,12
0,0,0,431.459141,0,12
0,1,1,868.806527,0,12
2766.92,1,1,291.309586,0.166667,12
401.7,1,1,1106.494745,0,12
0,0,0,646.37505,0,8
4562.69,0.25,0,165.965951,0,12
2971.83,0.333333,0,358.523649,0.333333,12
0,0.416667,0.416667,1281.740206,0.090909,12
0,1,1,164.519177,0,12
0,0,0,24.421074,0.25,7
0,1,1,1606.324111,0,12
0,0.416667,0.416667,26.092644,0,12
0,0,0,242.466254,0.083333,12
0,1,1,171.63298,0.333333,12
2202.78,1,1,191.304474,0.583333,12
0,1,1,170.678477,0.666667,12
0,0.428571,0.285714,608.642269,0,7
45.65,0.916667,0.916667,1205.387032,0,12
0,1,1,84.153407,0.545455,12
0,0.833333,0.833333,146.346103,0.909091,12
0,0.916667,0.916667,171.920886,0,12
0,0,0,184.671844,0,12
0,0.083333,0.083333,,0,12
0,0.5,0.5,501.699229,0.083333,12
653.76,1,0.666667,166.655851,0.5,12
0,0.5,0.5,324.783283,0,12
3217.43,1,0.7,131.425363,1,10
0,0,0,753.530747,0,12
69.32,0.5,0.25,215.422442,0,12
79,0.833333,0.75,194.534934,0,12
0,0.5,0.5,0.037744,0,12
702.32,0.333333,0,105.008756,0.2,12
125,0.833333,0.75,172.472222,0.555556,12
2416.31,1,0.666667,219.112899,0,12
205.54,0.166667,0,539.082396,0,12
280.6,1,1,2405.692294,0,12
0,1,1,,0,12
0,0.5,0.5,156.291747,0.1,12
0,1,1,163.023401,1,12
0,0,0,325.729395,0,11
294.7,0.75,0.666667,334.086716,0,12
312.85,0.333333,0.166667,290.219348,0,12
240.47,0.111111,0,,0,9
0,0.6,0.6,176.107285,0,10
1693.5,0.916667,0.666667,169.176825,0,12
0,1,1,1278.329537,0,12
0,1,1,470.6688,0.083333,12
712,0.2,0,115.956204,1,10
55,0.083333,0,329.619743,0,12
0,0.25,0.166667,178.54837,0,12
0,0.416667,0.416667,141.557845,0,12
114,1,1,421.865373,0,12
0,0.416667,0.333333,103.72423,0.111111,12
0,1,1,177.76209,0.75,12
0,0.222222,0.111111,527.241583,0,9
0,0.083333,0.083333,,0,12
116.23,0.5,0.333333,190.313074,0,12
0,0.416667,0.416667,94.456281,0.8,12
132,1,1,151.846536,0,12
0,0,0,70.797458,0.090909,12
0,0,0,501.403933,0.083333,12
0,0,0,602.964607,0,12
316.5,0.5,0.083333,141.778284,0.333333,12
0,0,0,456.342225,0.090909,12
0,1,1,,0,12
3266.29,0.636364,0.272727,4762.246065,0,11
111.54,0.083333,0,1781.099062,0,12
152.84,0.333333,0,,0,6
0,0.916667,0.916667,124.032106,0.818182,12
0,0,0,299.52845,0,12
0,0,0,44.502743,0,12
0,1,0.916667,161.591908,0.6,12
0,0.5,0.5,95.577384,0.636364,12
0,0.5,0.5,1913.53663,0,12
0,0.583333,0.583333,1.113027,0,12
0,0.666667,0.666667,107.871575,0.5,12
0,0.583333,0.583333,156.915101,0.285714,12
197,0.166667,0.166667,189.428672,0,12
1229.02,0.75,0.625,136.729435,1,8
0,1,1,116.286777,0,12
0,1,1,151.615333,0.416667,12
0,0.666667,0.666667,58.437329,0.285714,12
45.65,0.083333,0,309.777674,0,12
0,1,1,2070.636374,0,12
0,1,1,197.3922,0.083333,12
0,0,0,415.361186,0.125,12
0,0.545455,0.545455,81.861265,0.2,11
0,1,1,165.251013,0,12
0,0,0,200.106261,0,6
0,0.833333,0.833333,164.492005,0.909091,12
0,1,0.833333,1081.645567,0,6
0,0.75,0.75,125.416136,0.181818,12
0,1,1,,0,12
316.3,0.166667,0,57.214333,0.1,12
102.6,0.333333,0.222222,1395.338044,0,9
0,0.666667,0.666667,132.500307,0.111111,12
0,0.333333,0.333333,196.742169,0.5,12
458.47,0.25,0,176.175087,0,12
0,0,0,737.614283,0,9
0,0.583333,0.583333,147.347019,0,12
0,0,0,439.557388,0,12
317,0.833333,0.75,351.601266,0,12
0,0.166667,0.166667,1331.978248,0,12
0,0.083333,0.083333,,0,12
0,0.5,0.333333,83.653033,1,6
0,0,0,165.68519,0,12
0,0.916667,0.833333,32.475254,0.181818,12
0,1,1,156.723469,0.545455,12
1056.66,1,0.75,153.957216,1,12
0,1,1,3449.118706,0,12
88.51,0.25,0,189.097848,0.166667,12
0,0.666667,0.666667,20316.09631,0,12
411.25,0.333333,0,205.343101,0,12
235,0.5,0.416667,127.625326,0.5,12
1310.2,0.166667,0,195.547987,0,12
151.13,0.166667,0,619.460541,0,12
72,0.25,0,205.53426,0,12
0,0.25,0.25,0.059481,0,12
0,0.666667,0.666667,195.196969,0,12
631,1,1,167.893173,0.75,12
0,1,1,44.092575,0.125,12
703.05,0.25,0,421.150061,0,8
180,0.142857,0,247.576103,0,7
0,0.166667,0.166667,148.887545,0,12
2025.26,0.888889,0.111111,304.093968,0.2,9
0,1,1,130.9779,0.181818,12
0,1,1,,0,12
0,1,1,205.066245,0,12
1428.97,0.25,0,77.509848,0,12
669,0.833333,0.833333,25312.16069,0,12
0,1,1,662.791956,0,12
280.04,0.857143,0.428571,500.726579,0,7
57.66,0.25,0,294.22163,0,12
1156,0.083333,0,247.289712,0,12
0,0.25,0.25,,0,12
0,0,0,162.701658,0.25,12
0,0.583333,0.5,112.818984,0.454545,12
0,0,0,675.477318,0.083333,12
0,1,0.833333,81.689039,1,6
0,0,0,305.833099,0,12
356.8,0.5,0,600.434653,0.166667,12
15,0.083333,0,436.116254,0,12
0,0.916667,0.833333,150.868096,0.2,12
0,1,1,144.853589,0.818182,12
0,0,0,2723.330171,0,12
0,0.666667,0.666667,148.543097,0.625,12
0,0.666667,0.666667,106.73778,0.2,12
0,1,1,178.181993,0,12
0,0.916667,0.833333,188.4713,0,12
0,0,0,541.703109,0,6
38,0.833333,0.75,1040.035593,0,12
0,0,0,219.002184,0,12
0,0,0,263.394207,0.083333,12
0,1,1,,0,12
190,0.25,0,12496.86093,0,12
1300,0.083333,0.083333,1309.066961,0.111111,12
0,0,0,543.171342,0,12
50,0.916667,0.916667,804.760271,0,12
285.07,0.363636,0,556.449635,0,11
0,0.666667,0.666667,227.800157,0,12
0,0.666667,0.666667,218.717866,0,12
0,0.666667,0.666667,86.700821,0.428571,12
0,0.833333,0.833333,155.528119,0.9,12
103.68,0.083333,0,264.213167,0,12
1046.04,0.916667,0,139.562971,0.875,12
0,1,1,234.724653,0,12
365,0.833333,0.5,70.63746,1,6
0,0,0,358.446917,0,12
0,1,1,7614.675316,0,12
0,1,1,35.518109,0,12
0,0.166667,0.166667,132.06983,0,12
0,1,0.916667,73.081017,0.285714,12
0,0,0,303.579585,0,7
599.55,0.333333,0,388.868388,0,12
0,0.666667,0.666667,173.099027,0,12
0,0,0,208.295476,0,12
2635.25,1,0,193.086366,1,12
1608.95,1,0.666667,455.333953,0,12
0,0,0,190.229372,0.333333,12
0,0,0,647.508482,0,12
422.55,0.333333,0,3078.97554,0,12
0,1,1,169.332847,0,12
0,1,1,1082.915299,0,12
497.75,0.75,0.666667,177.146564,0.142857,12
0,0.666667,0.555556,124.55425,0.142857,9
0,0,0,,0,12
0,0.75,0.75,,0,12
630.61,0.625,0.25,119.28773,0,8
0,0,0,846.157055,0,12
0,0.166667,0.083333,353.354446,0,12
0,0.333333,0.333333,115.940194,0.142857,12
0,0,0,428.134666,0,12
1021.73,1,0.636364,623.905482,0,11
0,1,1,22.461659,0,12
0,0.25,0.25,99.057422,0.166667,12
0,1,1,,0,12
0,0.25,0.25,125.327855,0.333333,12
0,1,0.916667,163.027724,0.545455,12
504,0.666667,0,2829.064077,0,12
277.85,1,1,1023.699081,0,12
290.57,0.222222,0.111111,,0,9
8.4,1,0,516.511551,0,12
0,0.75,0.75,1379.505263,0,12
0,1,0.875,108.294662,0.333333,8
0,0,0,694.749539,0,8
626.56,0.428571,0,274.369204,0,7
76,0.916667,0.75,180.646996,0.4,12
