BALANCE_FREQUENCY,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,TENURE
0.909091,1219.22,0.5,0.666667,1506.699285,12
1,0,0,0,908.849744,12
0.363636,50.2,0.166667,0,109.182077,12
1,169.67,0.083333,0,1851.182443,12
1,464.5,0.416667,1,1443.70769,12
1,0,0,0,168.70599,12
1,0,0,0.166667,74.147879,12
1,111.8,0.083333,0,183.945301,12
1,1560,0.75,1,603.212057,12
1,0,0,1,361.880781,12
1,0,0,1,2751.134917,12
1,1564.32,0.416667,1,197.465712,12
0.272727,0,0,0,,11
1,91.93,0.083333,1,1454.523477,12
1,0,0,0,136.386862,12
0.818182,2836.63,0.666667,1,770.352007,12
0.454545,0,0,0.5,146.604543,12
1,0,0,0,813.633917,12
0.875,932.09,0.375,0.5,197.894736,8
1,0,0,1,316.809973,12
1,0,0,0.833333,149.294359,12
1,0,0,0.166667,178.306161,12
1,119,0.083333,0,445.55812,12
0.666667,0,0,0,173.276205,6
1,219.07,0.333333,0,976.101952,12
0.727273,128.06,0.083333,0.333333,133.008193,12
1,297,0.083333,1,7466.353627,12
0.363636,1773.4,0.333333,0.333333,49.647266,12
1,175,0.083333,0.666667,153.058328,12
1,79.99,0.083333,0.166667,886.322345,12
1,0,0,0.833333,500.339157,12
1,1200.7,0.8,0.9,526.873944,10
0.727273,774.15,0.166667,0.083333,179.963067,12
0.272727,0,0,0.166667,70.68518,12
1,19.96,0.083333,0,332.899226,12
1,2229.42,0.333333,1,956.166908,12
0.777778,0,0,0.222222,101.295693,9
1,0,0,1,186.268047,12
1,0,0,0,1925.341433,12
1,0,0,1,174.464929,12
1,0,0,0,1083.032123,12
0.545455,424.5,0.083333,0.333333,100.321702,12
1,204,0.166667,0.083333,501.192795,12
0.727273,0,0,0.416667,87.824996,12
1,1003.54,0.75,0.333333,200.597917,12
1,497.15,0.416667,0,180.093054,12
1,0,0,1,176.777412,12
0.142857,43.08,0.142857,0,48.679152,7
1,324.88,0.25,0.333333,701.198898,12
1,449,0.416667,0,690.355456,12
1,47,0.083333,0.75,459.874277,12
1,0,0,0,272.53859,12
1,0,0,1,67.939783,12
0.272727,0,0,0.333333,259.141203,12
1,0,0,0.833333,1464.023513,12
1,156,0.166667,0.416667,686.634722,12
1,404.24,0.083333,0,2707.521979,12
1,0,0,1,176.218615,12
1,185,0.083333,0,389.22018,12
1,322.98,0.25,1,380.886977,12
1,467.7,0.416667,0,958.838221,12
1,0,0,0.333333,773.534938,12
1,0,0,0.714286,99.260979,7
0.636364,0,0,0.416667,3116.67911,12
1,148,0.083333,0,453.517757,12
1,0,0,0,3933.230932,12
1,483.59,0.25,0.333333,213.744956,12
1,0,0,0.916667,185.281009,12
1,2576.81,0.583333,0,3536.319962,12
1,6984.29,0.666667,0.333333,783.737906,12
0.363636,0,0,0.083333,124.66745,12
1,1272.55,0.583333,0.916667,487.127965,12
1,626.85,0.416667,1,174.461435,12
1,45.65,0.083333,0.75,294.47698,12
1,934.6,0.25,0.833333,377.143061,12
1,0,0,0.666667,192.250083,12
1,177.56,0.083333,0.083333,388.368299,12
1,141.4,0.166667,0.583333,226.730509,12
1,0,0,0.833333,474.182947,12
0.727273,95.14,0.166667,0.5,116.075915,12
1,116.38,0.2,0.2,520.445922,10
1,0,0,0,223.182313,6
1,0,0,0.083333,1018.247383,12
1,182.28,0.25,0,511.999815,12
1,71.48,0.083333,0,217.0654,12
0.818182,0,0,0.75,157.783535,12
1,0,0,0.75,288.129171,12
1,343.22,0.25,0,282.782763,12
1,1482.18,0.333333,0,2733.696071,12
1,0,0,0,277.084736,11
1,0,0,0,198.175355,12
1,0,0,1,168.596244,12
1,0,0,0,722.782997,12
0.9,0,0,0,251.365035,10
0.222222,736,0.222222,0,,9
1,45.65,0.083333,0,330.860527,12
1,103,0.166667,0,516.506067,12
0.545455,0,0,0.090909,,11
0.181818,107,0.083333,0,87.805376,12
1,0,0,1,173.631099,12
1,0,0,0.666667,211.872834,12
1,0,0,1,165.826627,12
1,0,0,0,443.597884,12
1,807.71,0.416667,0.416667,2987.684451,12
1,0,0,0.727273,8411.177378,11
0.818182,990.33,0.333333,0,67.567132,12
0.909091,0,0,0.75,166.048636,12
1,0,0,0,227.879396,7
1,0,0,0,3743.011386,7
0.909091,0,0,0,216.278844,12
1,3232.26,0.75,1,1767.825544,12
0.375,1200,0.125,0,56.72021,8
0.454545,0,0,0.5,108.772098,12
1,0,0,0.75,504.077272,12
1,0,0,0,1525.998307,12
0.571429,0,0,0.428571,102.333285,7
1,45.65,0.083333,0.5,813.974537,12
0.888889,0,0,0.888889,144.69691,9
0.454545,0,0,0.083333,51.950904,12
1,0,0,0.833333,,12
1,1588.78,0.5,0.6,1704.918221,10
1,1093.24,0.363636,0.636364,189.41742,11
1,0,0,0,3087.338813,12
0.636364,0,0,0.416667,184.326343,12
1,0,0,0,417.488671,12
0.909091,611.65,0.5,0.083333,187.367893,12
0.909091,0,0,0.666667,2703.147477,12
1,0,0,0.75,178.853712,12
1,0,0,0,1349.647209,10
1,1148.75,0.166667,0.416667,2771.549821,12
1,340.48,0.25,0.166667,121.46035,12
1,83.53,0.083333,0.833333,3748.341561,12
0.181818,607.28,0.083333,0.5,14.571644,12
0.181818,650,0.083333,0,86.539433,12
0.909091,0,0,0.416667,169.07969,12
0.181818,0,0,0.083333,68.967179,12
1,0,0,0.888889,3831.115551,9
0.818182,197.21,0.083333,0,280.724848,12
0.363636,0,0,0.416667,69.564242,12
0.818182,0,0,0,257.156519,12
1,2006.8,0.916667,0.583333,189.395585,12
0.272727,0,0,0.083333,122.153236,12
1,0,0,1,178.370583,12
1,25,0.083333,1,189.50275,12
1,0,0,0,608.345463,12
1,541.75,0.25,0,478.040659,12
0.272727,1861.74,0.25,0,273.119363,12
1,815.07,0.583333,0.416667,208.064056,12
1,0,0,0,1342.524091,12
0.727273,287,0.333333,0.916667,120.655535,12
1,0,0,1,162.218628,12
0.909091,128.4,0.363636,0.272727,628.099733,11
1,1440.14,0.333333,0.416667,195.776465,12
1,0,0,0.916667,165.041701,12
0.545455,0,0,0,244.405201,11
1,566.52,0.583333,0.166667,612.918428,12
1,0,0,0.166667,228.893626,12
1,1187.23,0.25,1,564.924266,12
0.454545,0,0,0.416667,71.384549,12
0.9,1013.3,0.5,0.8,140.51211,10
1,0,0,0.916667,3506.66581,12
1,1050.6,0.583333,0,1276.693069,12
0.272727,0,0,0.166667,55.922251,12
0.875,0,0,0,248.197938,8
1,0,0,0,289.554448,6
0.875,319.34,0.125,0,90.382954,8
0.727273,325.52,0.166667,0.333333,2656.494706,12
0.272727,0,0,0.181818,153.887492,11
1,0,0,1,172.804335,12
1,0,0,0.909091,413.570374,11
1,0,0,0,421.910126,12
1,0,0,0.5,724.979174,12
1,157,0.083333,0.916667,145.813975,12
1,0,0,0,3172.680242,12
0.181818,0,0,0.083333,164.17889,12
0.4,0,0,0.3,143.706295,10
0.181818,0,0,0,42.653262,12
1,54.13,0.166667,0.083333,281.091585,12
0.818182,0,0,0.666667,144.022718,12
1,0,0,1,187.963174,12
0.888889,0,0,0,10057.56192,9
1,0,0,0.416667,577.688088,12
0.818182,0,0,0.833333,170.968893,12
1,2472.56,0.666667,0.25,182.019607,12
0.727273,47.79,0.083333,0,187.682034,12
1,235.4,0.25,0.25,756.141664,12
0.909091,0,0,0,485.333114,12
1,45.65,0.083333,1,903.567225,12
1,102,0.166667,0,754.478004,12
0.857143,0,0,0,397.057608,7
1,19.88,0.083333,0,373.912056,12
1,924.26,0.833333,0.25,276.551931,12
0.090909,29.9,0.083333,0,18.928972,12
1,0,0,1,198.263057,12
0.909091,0,0,0,383.983971,11
0.857143,0,0,0.714286,95.821841,7
0.818182,0,0,0,217.791398,12
1,452.88,0.333333,0.666667,388.683266,12
0.272727,0,0,0.416667,46.037748,12
1,0,0,0,343.652322,12
0,0,0,0,,12
1,1313,0.583333,0,1919.360883,12
0.909091,0,0,0.25,164.432591,12
0.363636,431.28,0.083333,0,173.255235,12
1,0,0,0.083333,341.393229,12
0.9,947.7,0.2,0.8,819.267218,10
1,0,0,0,1175.17299,12
1,121.3,0.166667,0.5,1234.776368,12
0.2,0,0,0.3,94.101695,10
0.454545,342.53,1,1,47.609315,12
0.909091,0,0,0.727273,114.634795,11
1,229,0.083333,0,792.385386,12
1,0,0,1,176.765922,12
1,0,0,0,1088.975559,12
0.5,0,0,0,62.224592,8
1,241.75,0.166667,0.583333,513.57964,12
0.181818,0,0,0,110.436578,12
1,1933.93,0.583333,0.416667,493.696216,12
1,0,0,1,172.187284,12
1,944.77,0.333333,0.916667,195.950075,12
1,0,0,0.166667,915.671887,12
0.272727,172.61,0.166667,0,216.758246,12
0.9,79.8,0.1,0,518.663889,10
1,0,0,0,5413.385529,12
1,0,0,0.833333,183.60963,12
0.909091,457.46,0.636364,0.454545,544.286252,11
1,0,0,0.916667,174.766771,12
1,1000,0.333333,0,4471.491241,12
1,0,0,1,11116.45317,12
1,119.8,0.083333,0.25,233.843501,12
1,0,0,0,309.854995,12
1,0,0,0.583333,643.744567,12
1,0,0,0,1863.940934,12
0.363636,0,0,1,508.095621,12
1,848,0.166667,0,1134.793009,12
1,0,0,0.583333,296.943958,12
1,0,0,0,794.131569,12
0.363636,0,0,0,340.789604,12
1,4071.13,0.833333,0.75,992.398436,12
1,0,0,0.25,492.370581,12
0.727273,0,0,1,111.493268,12
0.272727,114,0.083333,0,99.093617,12
0.363636,0,0,0.166667,110.576473,12
1,850.6,0.5,0.2,166.462926,10
0.181818,0,0,1,15.052203,12
0.363636,0,0,0.25,171.566972,12
1,249,0.083333,0.666667,559.156166,12
0.818182,55.6,0.75,0.083333,134.06456,12
1,0,0,0,323.958821,12
1,0,0,0,440.378775,12
0.909091,0,0,1,228.565068,12
1,0,0,0.833333,2250.946034,12
0.727273,0,0,0.5,191.898595,12
0.363636,0,0,0.166667,81.496891,12
1,0,0,0,299.351881,12
1,546.21,0.416667,0.5,163.305423,12
1,0,0,0,422.134701,12
1,284.5,0.166667,0.5,315.393952,12
0.833333,0,0,0.666667,92.369903,6
1,1235.39,0.916667,0,195.817002,12
1,0,0,0.833333,84.922938,6
1,0,0,0,133.595868,12
1,0,0,0.875,132.522411,8
0.363636,0,0,0,470.670338,12
1,0,0,0,154.743946,12
1,0,0,0,1547.234983,12
1,2282.59,0.916667,0.75,705.86365,12
1,0,0,0,262.491565,12
1,0,0,0.166667,175.328419,12
0.636364,502.54,0.416667,0,58.37452,12
0.636364,0,0,0.666667,153.433604,12
1,151.69,0.083333,0,591.508322,12
1,1690.93,0.6,0,509.554302,10
0.909091,0,0,0,410.260506,12
0.7,0,0,0.5,123.823581,10
1,1.4,0.166667,0.166667,81.329167,12
1,0,0,0.75,130.672307,12
1,0,0,0,266.673655,12
1,0,0,0,591.573521,12
1,538.06,0.25,0.666667,520.315155,12
1,0,0,0,270.104028,12
1,0,0,0,5578.994086,12
1,455,0.083333,0.166667,229.727141,12
0.727273,0,0,0.636364,184.993332,11
1,45.65,0.083333,0,252.868183,12
1,46,0.083333,0.416667,434.150222,12
1,69.8,0.090909,0,1056.774188,11
1,315.87,0.333333,0.25,840.546381,12
1,245.77,0.083333,0,259.680955,12
1,0,0,0.8,146.785318,10
0.444444,0,0,0,179.155785,9
1,0,0,0.444444,772.297613,9
1,0,0,1,1982.872638,12
0.454545,619.59,0.083333,0,93.320933,12
0,45.65,0.083333,1,,12
1,0,0,0.5,1549.188231,12
0.5,617.98,0.333333,0,82.739003,6
0.181818,1187.42,0.916667,0,9.925051,12
1,0,0,0,96.727625,12
0.909091,134.9,0.166667,0.416667,153.671805,12
1,250,0.166667,1,4341.647445,12
0.363636,0,0,0.25,124.313354,12
1,646.61,1,0.083333,186.735956,12
0.909091,0,0,0.416667,137.46898,12
1,0,0,1,134.848517,12
1,109.4,0.083333,0.833333,170.319835,12
0.727273,0,0,0.333333,264.697366,12
0.363636,41.2,0.083333,0,104.026643,12
0.833333,3157.31,0.5,0.5,1834.821306,6
0.909091,0,0,0.75,218.581641,12
1,180,0.083333,1,1669.032322,12
0.272727,0,0,0.25,42.148136,12
1,2407.53,0.583333,0.75,203.049504,12
0.166667,50.93,0.166667,0.166667,,6
1,3299.43,0.5,0.666667,832.178621,12
1,0,0,0.416667,998.904434,12
1,0,0,0.333333,389.19459,12
1,0,0,0,694.247587,12
0.545455,0,0,0.25,88.988794,12
0.833333,84.99,0.166667,0,236.842295,6
1,0,0,1,751.958904,12
0.545455,0,0,0.5,139.16394,12
1,1537.82,0.166667,1,619.23114,12
0.272727,1.4,0.166667,0,,12
0.454545,77,0.083333,0,139.375154,12
1,0,0,0,179.817772,12
1,474.58,0.25,0.75,979.001587,12
0.545455,990.73,0.25,0,102.594438,12
0.454545,630.03,0.083333,0,294.438262,12
1,0,0,0.333333,851.977449,12
1,2910.63,0.916667,1,259.448035,12
1,0,0,0.916667,171.020193,12
1,0,0,0,1165.762987,12
1,0,0,0,2349.407548,12
1,0,0,0,191.867335,12
1,1961.46,0.833333,0.333333,178.233765,12
0.909091,776.92,0.833333,0,166.421449,12
1,0,0,0,343.406044,12
0.272727,869.16,0.416667,0.666667,31.745699,12
0.727273,310,0.25,0.083333,153.35767,12
1,0,0,0.666667,206.997029,12
1,1508.9,0.583333,0.166667,410.953176,12
1,323.8,0.166667,0.333333,739.751542,12
1,0,0,0,161.557965,12
1,0,0,1,176.637343,12
0.727273,1192.26,0.166667,0.416667,177.363751,12
1,0,0,0,480.456473,12
1,0,0,1,163.858003,12
1,0,0,0.25,391.941294,12
1,0,0,0,743.493119,12
1,0,0,1,165.207233,12
0.909091,420.24,0.25,1,112.969341,12
1,0,0,0.909091,4800.913225,11
1,0,0,1,169.767772,12
1,0,0,0.5,1827.848509,12
1,0,0,0,374.842938,12
1,0,0,0,439.082668,12
1,0,0,1,488.548589,12
0.363636,0,0,0.166667,162.177358,12
0.545455,0,0,0.583333,147.581109,12
1,0,0,1,163.891113,12
0.181818,86.6,0.166667,0.916667,27.398111,12
1,0,0,0,940.054425,12
1,229,0.083333,0,632.635869,12
0.857143,0,0,0,1617.834987,7
0.833333,170,0.166667,0,41.385496,6
0.555556,912.98,0.333333,0,80.430704,9
1,45,0.5,0,625.746529,12
0.818182,26514.32,0.5,0.083333,11853.79613,12
0.272727,0,0,0.916667,9.960909,12
1,0,0,0.75,209.55412,12
1,96.69,1,0,308.25989,12
1,901.6,0.75,0,1407.884173,12
0.909091,0,0,0.727273,178.545649,11
0,0,0,0.666667,21.401781,12
1,217.5,0.083333,0,754.144955,12
1,0,0,0,132.396963,12
0.777778,370.3,0.444444,0.666667,130.127411,9
1,0,0,0,396.466646,12
1,0,0,0,531.931444,12
0.636364,0,0,0.583333,170.96615,12
1,860.95,0.583333,0,194.636798,12
1,0,0,1,677.9132,12
0.454545,0,0,0,171.12655,12
1,0,0,0.9,1480.270923,10
1,537,0.083333,0.083333,757.724201,12
1,0,0,0,574.744631,7
0.636364,0,0,0,429.816935,12
0.3,0,0,0,4.363375,10
0.727273,0,0,0.583333,170.244751,12
1,0,0,0.583333,973.486914,12
1,0,0,0.5,171.581036,12
0.363636,0,0,0,263.220674,12
0.727273,0,0,1,199.950493,12
0.909091,1118.91,0.583333,0,150.169487,12
1,0,0,0.166667,1396.59728,12
1,250.72,0.5,0,259.315944,12
0,0,0,0,,11
1,0,0,0,269.927525,12
1,46.65,0.083333,0,1793.463952,12
1,1350.8,0.666667,1,172.124992,12
1,0,0,1,164.622858,12
0.9,0,0,0,369.439375,10
1,1276.5,0.545455,0.727273,302.185679,11
0,0,0,1,,12
0.363636,0,0,0.25,130.224347,12
1,0,0,1,162.466706,12
1,78,0.083333,0.583333,383.080045,12
1,1134.96,0.333333,0.25,405.643938,12
0.272727,0,0,0.25,130.267549,12
0.909091,0,0,0.333333,163.353616,12
0.363636,0,0,0.166667,131.332498,12
1,12,0.083333,0.333333,522.914621,12
1,0,0,0.416667,249.318198,12
0.909091,214.53,0.181818,0.545455,883.618787,11
1,0,0,0.083333,20.192605,12
1,1341.29,0.333333,0.5,183.217781,12
0.333333,0,0,0,18.900471,6
1,0,0,0.416667,109.747646,12
0.25,0,0,0.625,19.894581,8
1,2415.75,1,0.833333,191.638318,12
1,90,0.083333,0.333333,436.602196,12
0.818182,302.91,1,0,41.206824,12
0.636364,0,0,0.416667,145.48842,12
0.875,588.02,0.375,0.625,171.272347,8
0.727273,700,0.083333,0.416667,78.530864,12
0.181818,0,0,0.083333,29.485897,12
1,0,0,0,807.751154,12
1,445.08,0.25,0.583333,299.165904,12
0.545455,0,0,0.416667,99.694319,12
1,0,0,0,161.150923,12
1,0,0,0,300.990997,12
1,844.45,0.416667,0,227.905412,12
1,2603.58,0.75,1,912.34585,12
1,0,0,0,1938.465006,12
1,0,0,0.583333,330.915844,12
0.909091,0,0,1,149.201617,12
1,0,0,1,178.711078,12
1,862.95,0.333333,0,892.915026,12
1,0,0,0.75,393.153575,12
1,4026.08,0.666667,0.583333,237.336329,12
1,124.65,0.166667,0,515.450846,12
0.636364,0,0,0.583333,151.393708,12
0.727273,0,0,0.583333,119.24025,12
1,2089.74,0.75,1,1749.125129,12
0.909091,99,0.166667,0.333333,144.480066,12
0.777778,2007.26,0.777778,0.666667,135.530622,9
1,0,0,0.833333,86.257328,6
1,0,0,1,155.771045,12
1,3121.93,0.416667,0.75,436.998853,12
0.272727,0,0,1,54.449416,12
0.272727,0,0,0,232.381936,12
1,88.89,0.166667,0,150.086166,12
1,0,0,0,255.32232,12
1,0,0,0,61031.6186,12
1,0,0,0,1355.822971,12
1,695.45,0.333333,1,170.020221,12
0.545455,0,0,0,99.304829,12
0.8,772.8,0.6,0,104.163023,10
0.818182,0,0,0.75,168.061584,12
1,178.16,0.25,1,901.913989,12
0.545455,110.8,0.166667,0.083333,74.477866,12
1,0,0,0.333333,309.538715,12
0.818182,35,0.083333,0.666667,122.69702,12
0.636364,0,0,0.5,89.013323,12
1,213.98,0.416667,0.333333,324.351985,12
1,0,0,0,252.694662,12
1,0,0,0.5,206.116939,12
0.272727,0,0,0.083333,280.738043,12
0.363636,0,0,0.166667,86.15393,12
0.818182,0,0,1,93.62464,12
1,0,0,0.5,1923.940036,12
1,598.02,0.333333,1,195.40184,12
1,0,0,0.666667,99.402121,12
1,2214.05,1,1,188.571741,12
0.272727,458,0.166667,0,,12
1,0,0,1,197.837436,12
1,0,0,0.5,187.794283,12
1,0,0,0,703.092721,12
1,211.05,0.333333,0,591.521273,12
0.909091,154.9,0.090909,0.272727,377.947101,11
1,0,0,1,164.424956,12
0.454545,0,0,0,177.031914,12
1,100,0.090909,0,432.92103,11
1,112.49,0.166667,0.75,1190.58657,12
0.7,779.35,0.4,0,130.978236,10
0.272727,0,0,0.166667,165.07605,12
0.727273,0,0,0,172.409386,12
0.636364,0,0,0.416667,102.415643,12
0.888889,190,0.111111,0,128.955873,9
1,264,0.166667,0,204.041413,12
1,0,0,0,330.627174,12
1,0,0,0,279.773547,12
1,520,0.083333,0.083333,123.48805,12
0.545455,1201.37,0.25,0.166667,174.40391,12
1,0,0,0.5,483.442294,12
0.909091,1167.39,0.5,0,206.511825,12
1,2536.89,0.916667,1,238.125482,12
0.4,0,0,0.8,31.631949,10
1,356.15,0.75,0,167.505705,12
1,232,0.166667,0.5,1461.557697,12
1,30,0.083333,0.5,7328.484531,12
1,0,0,0.454545,204.474576,11
1,0,0,0,419.674095,12
1,2727.37,0.583333,0.75,170.22006,12
1,0,0,0.333333,152.925044,12
1,0,0,1,164.760179,12
0.909091,0,0,0.181818,189.459157,11
0,0,0,0.75,,12
1,828.4,0.416667,0.583333,475.78178,12
1,101.4,0.083333,1,1090.525368,12
1,0,0,0.25,585.213037,12
1,707.02,1,0.666667,186.449098,12
0.636364,0,0,0.5,74.625067,12
1,0,0,0,547.149327,12
1,0,0,0,732.747143,12
1,0,0,0.5,726.519901,12
1,1645.87,0.583333,0.5,512.099872,12
1,0,0,1,227.507164,12
0.5,0,0,0,62.025196,10
1,0,0,0,1078.106633,12
1,0,0,1,1194.024777,12
1,0,0,0,369.442361,12
0.636364,85.86,0.083333,0.583333,149.617347,12
1,0,0,0,978.238735,12
0.545455,0,0,0,211.249109,12
1,120,0.083333,0,653.785649,12
1,1180.68,0.333333,0,203.172759,12
1,0,0,0.833333,147.958998,12
0.545455,220,0.083333,0,98.429502,12
1,79.67,0.166667,0.833333,1336.476251,12
1,1370.19,0.75,0,191.0918,12
1,0,0,0,312.83553,11
1,0,0,0,678.078987,12
1,289.43,0.181818,0.636364,673.83736,11
1,105,0.166667,0,396.476154,12
1,680,0.166667,0,183.623476,12
1,154.38,0.083333,0,426.23708,12
1,576,0.083333,0.333333,1524.375697,12
1,498.99,0.25,0,308.964645,12
1,0,0,0,434.347443,12
1,0,0,0,1437.869477,12
0.909091,316,0.166667,0.916667,150.212056,12
1,295,0.333333,0,964.205478,12
1,76.07,0.083333,0.25,1823.289954,12
1,0,0,1,129.895885,12
1,316.82,0.416667,0.75,234.095576,12
1,0,0,0,1270.894997,12
1,0,0,0.916667,171.538499,12
1,0,0,0,508.611551,12
1,0,0,0,451.686224,12
1,0,0,0.583333,2399.605979,12
1,854.65,0.083333,1,392.219254,12
1,0,0,0,904.882748,12
1,336,0.083333,1,175.055337,12
1,56.42,0.166667,0,386.817488,12
1,729.86,0.416667,0.916667,953.90622,12
1,907.99,1,0,75.319725,6
0.888889,0,0,0,512.411472,9
0.636364,0,0,0.333333,69.890263,12
1,0,0,0,157.320637,9
1,109,0.2,0,734.758331,10
1,0,0,0,362.308201,12
1,0,0,0.333333,317.670219,12
0.818182,0,0,0.666667,166.582953,12
1,30,0.166667,0,351.744608,12
0.909091,0,0,0.75,517.270094,12
1,1244.47,0.833333,0.583333,594.355607,12
1,0,0,0.583333,454.611106,12
1,0,0,0,284.240461,12
0.636364,0,0,0.583333,147.013046,12
1,1169.73,0.333333,0,527.451484,12
0.9,0,0,0,153.74074,10
0.6,1211.9,0.2,0.4,347.761624,10
0.181818,495.59,1,1,14.012997,12
0.181818,0,0,0.083333,117.706351,12
1,643.18,0.333333,1,1366.869273,12
0.545455,481.01,0.333333,0,174.17913,12
1,0,0,0,242.84674,12
0,0,0,0.583333,,12
1,0,0,0,740.954917,12
1,0,0,0.583333,988.662899,12
0.454545,0,0,0.416667,83.999117,12
0.363636,124.03,0.083333,0,220.566753,12
1,0,0,0.916667,160.260471,12
0.666667,2180.79,0.666667,0.555556,199.113916,9
1,0,0,0.333333,9448.613073,12
1,1941.55,0.833333,0.916667,251.817368,12
1,941.82,0.5,0.083333,198.49507,12
0.545455,653.95,0.416667,0,195.935077,12
0.454545,0,0,0.333333,178.406886,12
0.636364,0,0,0.5,131.732911,12
1,1186.74,0.1,0.8,177.053495,10
1,449.65,0.583333,0.75,1227.773229,12
0.909091,484.2,0.166667,0.166667,301.273706,12
0.833333,2968.2,0.166667,0,3142.889196,6
1,0,0,0,146.997558,12
0.454545,111.24,0.083333,0.25,132.906041,12
1,0,0,0,2135.483305,12
1,10975,1,0.5,188.413837,12
1,1002.4,0.5,0,2541.357009,8
0.636364,0,0,1,4234.428854,12
1,0,0,0,263.85412,12
1,0,0,1,861.197225,12
1,0,0,1,2812.820485,12
1,104.78,0.25,0.5,378.370091,12
1,0,0,1,156.144868,12
0.545455,361.49,0.454545,0,155.444689,11
1,303.56,0.25,1,172.185143,12
1,0,0,0.583333,527.393837,12
1,0,0,0,440.890884,12
0.181818,0,0,1,27.362336,12
0.888889,169.54,0.333333,0,142.597254,9
1,0,0,0,944.5895,12
1,16.8,0.083333,0.333333,160.662631,12
1,17.6,0.083333,0,472.763536,12
0.909091,0,0,1,89.505939,12
0.666667,973.5,0.166667,0,41.457336,6
1,0,0,0,405.832948,12
1,0,0,0,367.00205,12
1,545.12,0.166667,0.666667,315.469998,12
1,45.65,0.083333,0,252.47599,12
0.272727,0,0,0.416667,,12
1,0,0,0.833333,169.800871,12
0.75,0,0,0,143.812331,8
0.909091,431.4,0.416667,0.5,283.938453,12
1,289.4,0.166667,0.083333,425.907075,12
1,0,0,0.5,95.992733,12
0.363636,0,0,0.833333,150.107024,12
1,375.92,0.333333,0,1003.039654,12
1,835.96,0.7,0.7,422.543556,10
1,128.64,0.25,0.916667,570.446577,12
0.636364,0,0,0.25,154.099558,12
1,657.19,0.25,0.916667,192.557306,12
1,706.08,0.916667,0,717.097215,12
0.545455,1273,0.083333,0,148.635903,12
1,0,0,0,18.958252,8
1,992.67,0.166667,0.25,314.347243,12
1,0,0,1,143.416453,12
0.875,0,0,0.75,112.781199,8
0.454545,658.24,0.166667,0,149.861526,12
1,688.15,1,0.833333,375.042212,12
1,410.28,0.333333,1,420.645913,12
1,0,0,1,59.522727,12
1,0,0,0.666667,189.922028,12
0.909091,0,0,0,167.442242,12
1,0,0,0,705.401828,12
1,0,0,0.5,210.928816,12
1,0,0,0,262.139361,12
0.363636,0,0,0,132.251286,11
0.8,0,0,0.7,136.197871,10
0.727273,0,0,0,179.245282,12
1,5142.57,0.75,0.416667,680.37248,12
0.909091,1437.38,0.583333,0,127.594194,12
0.363636,0,0,0.333333,109.557678,12
0.9,0,0,0,750.602361,10
1,641,0.916667,0,288.038151,12
1,0,0,0,1157.358718,12
1,30,0.083333,1,922.316357,12
1,4694.68,0.333333,0.833333,1273.686277,12
1,0,0,0,125.922743,6
1,0,0,0.166667,547.826691,12
1,0,0,0.916667,122.369566,12
1,0,0,1,174.408798,12
1,1263.54,0.583333,1,184.243337,12
0.363636,0,0,0,173.047732,12
0.666667,0,0,0,442.116227,6
1,0,0,1,1751.732122,12
1,0,0,1,272.890448,12
0.818182,0,0,0.833333,157.621718,12
1,0,0,1,467.881962,12
1,0,0,1,13916.7029,12
1,894.49,0.583333,1,187.846647,12
0.875,1337.1,0.875,0,98.85433,8
1,0,0,0.916667,554.297666,12
1,0,0,1,174.116193,12
0.909091,0,0,1,133.485652,12
1,0,0,0.916667,191.010274,12
1,0,0,1,185.135125,12
0,0,0,1,,12
1,567.75,0.666667,0,210.03677,12
1,415.47,0.166667,0,177.117122,12
1,412,0.166667,0,666.876023,12
1,1616.35,0.909091,0.636364,371.025272,11
0.545455,0,0,0.416667,167.286067,12
1,26.09,0.083333,0,200.752923,12
0.363636,0,0,0.083333,61.971748,12
0.909091,834.3,0.727273,0.818182,469.817435,11
1,0,0,0.833333,156.600058,12
1,0,0,0,1434.932593,12
0.909091,0,0,0.666667,161.436088,12
1,216.9,0.333333,1,182.025154,12
1,500,0.083333,0.916667,217.35947,12
0.727273,0,0,0.583333,108.557891,12
1,2113.74,0.666667,1,757.436645,12
0.727273,2408.82,0.333333,0.333333,364.97283,12
0.272727,101,0.166667,0,168.403178,12
1,0,0,0.083333,2173.252529,12
1,0,0,1,678.336519,12
1,0,0,0.916667,2883.926424,12
1,11994.71,0.25,0,1725.645623,12
1,291,0.083333,0.416667,610.732047,12
0.181818,1109.83,0.166667,0,,12
0.5,57,0.166667,0,54.138711,6
1,318.67,0.25,0.916667,419.675603,12
0.454545,713.64,0.083333,0,96.145734,12
1,194.6,0.333333,0,1825.521318,12
0.454545,0,0,0.666667,101.147508,12
1,0,0,0,494.062935,12
1,0,0,1,3.300026,12
1,78,0.166667,1,177.060952,12
1,221.84,0.333333,0.166667,554.592269,12
1,0,0,0.416667,641.307637,12
0.727273,0,0,0.25,42.033228,12
0.818182,0,0,0.5,504.351185,12
1,0,0,0,309.246328,12
1,0,0,0,403.8183,10
0.181818,0,0,0.083333,117.892476,12
1,0,0,0,994.027775,12
1,129.86,0.083333,0,293.201194,12
1,0,0,0,258.248739,12
